work_id	workno	score	matched_field
3870	VJ003864	1.00	ja
3871	VJ003808	1.00	ja
3876	RJ117794	1.00	ja
3881	VJ002510	1.00	ja
3882	VJ002592	1.00	ja
3883	VJ004398	1.00	ja
3884	VJ005304	1.00	ja
3885	VJ007389	1.00	ja
3887	VJ004321	1.00	ja
3889	RJ253459	1.00	ja
3890	RJ01324212	1.00	ja
3895	VJ001415	1.00	ja
3896	VJ002476	1.00	ja
3897	VJ003489	1.00	ja
3898	VJ003601	1.00	ja
3899	VJ004272	1.00	ja
3901	VJ008544	1.00	en
3902	VJ008641	1.00	ja
3903	VJ009083	1.00	ja
3904	VJ009084	1.00	ja
3905	VJ009396	1.00	ja
3906	VJ010004	1.00	ja
3909	VJ005012	1.00	ja
3913	RJ01277796	1.00	ja
3915	VJ003572	1.00	ja
3916	RJ037617	1.00	ja
3918	RJ01426080	1.00	ja
3919	RJ293728	1.00	ja
3920	RJ01432103	1.00	ja
3921	VJ009270	1.00	ja
3922	RJ197014	1.00	ja
3923	VJ007295	1.00	ja
3927	RJ01445130	1.00	ja
3928	RJ435543	1.00	ja
3929	RJ153481	1.00	ja
3930	RJ01389685	1.00	ja
3931	VJ008459	1.00	ja
3932	RJ153311	1.00	ja
3937	VJ006988	1.00	alias
3939	VJ004348	0.88	ja
3945	RJ247062	1.00	ja
3946	VJ007882	1.00	ja
3947	RJ01235654	1.00	ja
3949	VJ008059	1.00	ja
3952	RJ190655	1.00	ja
3953	VJ004291	1.00	en
3954	RJ073835	1.00	ja
3956	VJ005966	1.00	ja
3958	VJ006178	1.00	ja
3959	RJ224455	1.00	ja
3960	VJ011964	1.00	ja
3961	RJ253321	1.00	ja
3963	RJ167943	1.00	ja
3964	RJ031762	1.00	ja
3965	RJ135224	1.00	ja
3966	RJ044909	1.00	ja
3967	RJ296472	1.00	ja
3968	RJ304714	1.00	ja
3969	VJ005439	0.96	en
3971	RJ01394012	1.00	ja
3972	RJ165799	1.00	ja
3974	VJ003353	1.00	ja
3975	VJ005741	1.00	en
3976	RJ298335	1.00	ja
3977	VJ004769	1.00	ja
3978	VJ004772	1.00	ja
3979	VJ005309	1.00	ja
3981	VJ008406	1.00	ja
3982	RJ188070	1.00	ja
3983	VJ005078	1.00	ja
3985	VJ004906	1.00	ja
3987	VJ004832	1.00	ja
3988	VJ005485	1.00	alias
3989	VJ006058	1.00	ja
3990	VJ006058	0.70	ja
3991	VJ006058	0.70	ja
3992	VJ005352	1.00	ja
3993	VJ005128	1.00	alias
3995	VJ003341	1.00	ja
3997	VJ004818	1.00	ja
3998	VJ007736	1.00	alias
3999	RJ01064403	1.00	ja
4000	RJ084196	1.00	ja
4001	VJ003845	1.00	en
4004	VJ007442	0.75	ja
4005	RJ097640	1.00	ja
4006	VJ005197	1.00	ja
4008	VJ015101	1.00	ja
4012	VJ003359	0.75	ja
4014	VJ003515	1.00	ja
4015	RJ064478	1.00	ja
4016	VJ003360	1.00	alias
4017	VJ003361	1.00	en
4018	VJ005912	1.00	ja
4020	VJ010311	1.00	ja
4021	VJ010555	1.00	ja
4022	VJ011185	1.00	ja
4023	VJ011889	1.00	ja
4024	VJ012996	1.00	ja
4025	VJ013776	1.00	ja
4026	VJ014737	1.00	ja
4027	VJ005449	1.00	en
4028	VJ005325	1.00	en
4029	VJ003342	1.00	ja
4031	VJ011053	1.00	ja
4032	VJ001705	1.00	ja
4033	VJ004885	1.00	ja
4034	VJ004886	1.00	ja
4038	RJ340110	1.00	ja
4039	VJ009560	1.00	ja
4040	VJ009932	1.00	ja
4041	VJ011853	1.00	alias
4048	VJ006068	1.00	ja
4057	RJ264757	1.00	ja
4058	VJ008015	1.00	ja
4060	VJ002481	1.00	ja
4061	VJ005269	1.00	ja
4062	VJ004598	1.00	ja
4063	VJ006546	1.00	ja
4065	VJ002820	1.00	ja
4066	VJ004599	1.00	ja
4067	RJ190156	1.00	ja
4071	VJ005688	0.90	ja
4073	VJ005429	1.00	ja
4076	VJ004800	0.75	ja
4079	VJ004811	1.00	ja
4082	VJ005416	1.00	ja
4082	VJ005608	1.00	ja
4083	VJ005653	1.00	ja
4084	VJ004771	1.00	ja
4085	VJ003354	1.00	ja
4086	RJ030230	1.00	ja
4087	VJ002834	1.00	ja
4091	VJ015243	1.00	ja
4092	RJ016778	1.00	en
4093	RJ018503	1.00	en
4094	RJ022853	1.00	ja
4096	VJ001452	1.00	alias
4097	VJ001453	1.00	ja
4098	VJ002443	1.00	ja
4099	VJ003841	1.00	ja
4100	VJ002460	1.00	ja
4102	VJ003871	1.00	ja
4104	VJ002384	1.00	en
4105	VJ003883	1.00	ja
4106	VJ002475	1.00	en
4109	RJ407278	1.00	ja
4112	RJ080719	1.00	ja
4113	RJ028571	1.00	ja
4114	RJ035062	1.00	ja
4115	RJ044642	1.00	ja
4116	RJ056499	1.00	ja
4117	VJ001915	1.00	ja
4119	VJ008542	1.00	en
4121	RJ062942	1.00	ja
4122	RJ074890	1.00	ja
4123	RJ088116	1.00	ja
4123	RJ090411	1.00	ja
4124	RJ090411	1.00	ja
4125	RJ102447	1.00	ja
4126	RJ123356	1.00	ja
4127	RJ143508	1.00	ja
4128	RJ200798	1.00	ja
4135	RJ202277	1.00	ja
4136	RJ091218	1.00	ja
4137	RJ01000965	1.00	ja
4138	VJ009935	1.00	ja
4139	VJ007554	1.00	ja
4143	VJ011616	1.00	ja
4157	RJ017134	1.00	ja
4160	RJ159781	1.00	ja
4167	VJ010467	1.00	ja
4168	RJ080978	1.00	ja
4169	VJ013374	1.00	ja
4172	VJ007361	1.00	ja
4173	VJ005101	1.00	ja
4174	RJ01468778	1.00	ja
4175	VJ001272	1.00	ja
4176	RJ021548	1.00	ja
4181	VJ015790	1.00	ja
4183	VJ008449	1.00	ja
4185	RJ185175	1.00	en
4186	VJ006029	1.00	ja
4188	RJ031032	1.00	ja
4189	RJ027213	1.00	ja
4194	RJ101198	1.00	ja
4195	VJ003333	1.00	ja
4199	VJ006508	1.00	ja
4200	VJ006905	1.00	ja
4201	VJ012158	1.00	zh
4202	RJ132085	1.00	ja
4208	VJ005729	1.00	ja
4213	VJ005376	1.00	ja
4214	RJ095517	1.00	ja
4223	RJ179037	1.00	ja
4229	RJ088896	1.00	zh
4231	VJ011914	1.00	ja
4233	RJ188734	1.00	ja
4235	VJ001078	1.00	ja
4239	VJ006876	1.00	en
4241	RJ103870	1.00	ja
4242	VJ007732	1.00	ja
4243	RJ185722	1.00	ja
4244	RJ100803	0.98	ja
4245	RJ115697	1.00	ja
4247	VJ011913	1.00	ja
4248	VJ008226	1.00	alias
4249	RJ114284	1.00	ja
4252	VJ004261	1.00	ja
4256	RJ118597	1.00	alias
4258	RJ143025	1.00	ja
4259	VJ014643	1.00	ja
4260	VJ010494	1.00	ja
4261	VJ013241	1.00	ja
4263	VJ005025	1.00	ja
4265	VJ015802	1.00	ja
4270	RJ058648	1.00	ja
4272	VJ006322	1.00	ja
4273	VJ006321	1.00	alias
4274	RJ140284	1.00	ja
4275	VJ013546	1.00	ja
4276	RJ128285	1.00	ja
4277	VJ002607	1.00	ja
4278	RJ01101412	1.00	ja
4280	VJ013646	1.00	ja
4281	VJ010843	1.00	ja
4282	VJ010728	1.00	ja
4284	VJ006079	1.00	ja
4286	RJ01120067	1.00	ja
4287	VJ005129	1.00	ja
4289	VJ003648	0.94	ja
4290	VJ003786	0.94	ja
4291	VJ003903	0.81	ja
4292	VJ012864	1.00	en
4293	RJ036518	1.00	ja
4294	RJ056933	1.00	ja
4295	VJ003962	1.00	ja
4296	RJ061320	1.00	ja
4297	VJ002401	1.00	ja
4298	VJ004488	1.00	ja
4299	RJ081303	1.00	ja
4300	VJ004578	1.00	ja
4301	VJ002158	1.00	ja
4302	RJ086892	1.00	ja
4303	VJ002845	1.00	ja
4304	VJ001639	1.00	ja
4307	VJ001637	1.00	ja
4308	RJ015622	1.00	en
4311	VJ001638	1.00	ja
4312	VJ002446	1.00	ja
4313	VJ007087	1.00	ja
4314	RJ125755	1.00	ja
4315	RJ139018	1.00	ja
4316	RJ065716	1.00	ja
4317	VJ006833	1.00	ja
4320	VJ008516	1.00	ja
4321	RJ156131	1.00	ja
4322	RJ181514	1.00	ja
4324	VJ005800	1.00	ja
4325	RJ374808	1.00	ja
4327	RJ035189	1.00	ja
4328	VJ006477	1.00	ja
4329	VJ011354	1.00	ja
4330	VJ007284	1.00	ja
4333	RJ276225	1.00	ja
4334	RJ035474	1.00	ja
4336	VJ002317	1.00	ja
4337	RJ354311	1.00	ja
4338	RJ399790	1.00	ja
4340	RJ01131289	1.00	ja
4343	VJ006515	1.00	ja
4347	RJ01079965	1.00	ja
4348	RJ01484353	1.00	zh
4351	VJ005659	1.00	ja
4352	VJ010445	1.00	ja
4353	VJ008308	1.00	ja
4355	RJ01084537	1.00	ja
4362	RJ294779	1.00	ja
4364	RJ032879	1.00	ja
4366	RJ041556	1.00	ja
4367	RJ040382	1.00	ja
4368	RJ056651	1.00	ja
4369	RJ070840	1.00	ja
4370	RJ086696	1.00	ja
4371	VJ006632	1.00	alias
4372	VJ005600	1.00	ja
4373	VJ009085	1.00	ja
4374	VJ009086	1.00	ja
4376	RJ056683	1.00	ja
4377	RJ064116	1.00	ja
4379	RJ051557	1.00	en
4381	RJ126776	1.00	ja
4383	VJ007714	1.00	ja
4385	VJ014385	1.00	ja
4387	VJ015461	1.00	ja
4388	VJ015599	1.00	ja
4392	RJ01350570	1.00	ja
4394	VJ014438	1.00	ja
4398	VJ010978	1.00	ja
4399	VJ009815	1.00	ja
4400	RJ01506988	1.00	ja
4402	RJ277931	1.00	ja
4405	RJ01503087	1.00	ja
4406	VJ015105	1.00	ja
4409	RJ362410	1.00	ja
4412	VJ013770	1.00	ja
4413	VJ011655	1.00	ja
4415	VJ007660	1.00	ja
4416	VJ008368	1.00	ja
4417	VJ006650	1.00	ja
4420	VJ012705	1.00	ja
4421	RJ146031	1.00	ja
4423	VJ009151	1.00	ja
4424	VJ011261	1.00	ja
4426	RJ030949	1.00	ja
4427	RJ01110486	1.00	ja
4428	VJ011645	1.00	ja
4429	RJ143600	1.00	ja
4433	RJ315165	1.00	ja
4435	VJ007520	1.00	ja
4439	VJ010697	1.00	ja
4441	VJ006875	1.00	ja
4446	VJ010360	1.00	ja
4447	VJ006562	1.00	ja
4448	RJ179442	1.00	ja
4449	RJ239450	1.00	ja
4450	VJ007246	1.00	ja
4451	RJ277940	1.00	ja
4453	VJ009286	1.00	ja
4454	VJ012566	1.00	ja
4457	VJ012273	1.00	ja
4458	VJ009713	1.00	ja
4459	VJ009799	1.00	ja
4460	RJ01348926	1.00	en
4465	VJ007730	1.00	ja
4466	VJ004645	1.00	ja
4471	VJ001770	1.00	ja
4476	RJ01525197	1.00	ja
4478	RJ228027	1.00	ja
4480	RJ439704	1.00	zh
4481	RJ158120	1.00	ja
4482	RJ366199	1.00	ja
4483	RJ383456	1.00	ja
4484	VJ011001	1.00	ja
4487	RJ01497069	1.00	ja
4489	VJ006460	1.00	ja
4490	RJ065784	1.00	ja
4491	RJ065784	0.89	ja
4496	VJ014686	1.00	ja
4502	VJ002819	1.00	ja
4504	RJ214653	1.00	ja
4505	RJ01519244	1.00	ja
4506	RJ01517577	1.00	ja
4507	VJ012301	1.00	ja
4508	VJ014386	1.00	ja
4509	VJ011972	1.00	ja
4510	VJ003512	1.00	ja
4512	VJ011880	1.00	ja
4513	VJ012284	1.00	ja
4514	VJ012535	1.00	ja
4517	RJ286695	1.00	ja
4518	VJ011622	1.00	alias
4519	VJ009290	1.00	ja
4520	VJ011255	1.00	ja
4523	RJ01494260	1.00	ja
4526	VJ005925	1.00	ja
4527	VJ009889	1.00	ja
4528	VJ010387	1.00	ja
4530	VJ001298	1.00	ja
4533	VJ013786	1.00	ja
4535	VJ010883	1.00	ja
4536	VJ010667	1.00	en
4539	VJ009478	1.00	ja
4540	RJ168122	1.00	ja
4541	VJ007588	1.00	ja
4542	VJ013377	1.00	ja
4543	RJ303998	1.00	en
4544	VJ008362	1.00	ja
4550	VJ013373	1.00	ja
4551	VJ012090	1.00	ja
4553	VJ002269	1.00	ja
4555	VJ012408	1.00	ja
4557	RJ245573	1.00	ja
4558	RJ272680	1.00	ja
4560	RJ283584	1.00	ja
4564	RJ01043759	1.00	ja
4565	RJ402902	1.00	ja
4568	VJ009043	1.00	ja
4569	RJ147893	1.00	ja
4572	VJ010143	1.00	alias
4573	VJ013378	1.00	ja
4583	VJ001700	1.00	ja
4584	VJ006155	1.00	ja
4585	VJ006128	1.00	ja
4586	VJ005828	1.00	ja
4587	VJ006590	1.00	ja
4589	VJ006172	1.00	ja
4590	VJ007863	1.00	ja
4591	VJ009014	1.00	ja
4598	RJ162718	0.68	ja
4600	RJ036446	1.00	ja
4604	VJ006517	1.00	ja
4605	VJ007102	1.00	ja
4611	VJ005117	0.73	en
4615	RJ172370	1.00	ja
4616	VJ004364	1.00	ja
4620	VJ005091	1.00	ja
4621	VJ004498	1.00	ja
4622	VJ005739	1.00	ja
4623	VJ002352	1.00	ja
4624	VJ002353	1.00	ja
4625	VJ002331	1.00	ja
4626	VJ002332	1.00	ja
4629	VJ001278	1.00	ja
4639	VJ007276	1.00	ja
4642	VJ004847	1.00	en
4644	RJ428460	1.00	zh
4647	VJ006827	1.00	en
4648	RJ01115808	1.00	zh
4649	VJ004233	1.00	ja
4658	VJ008062	1.00	ja
4660	VJ003332	1.00	ja
4661	VJ002956	1.00	ja
4662	VJ012664	1.00	ja
4664	VJ004520	0.63	alias
4665	VJ011792	1.00	ja
4668	VJ001420	0.67	alias
4670	VJ012272	1.00	alias
4672	VJ012148	1.00	ja
4673	VJ013294	1.00	ja
4675	RJ01291175	1.00	ja
4680	RJ171370	1.00	ja
4681	RJ064060	1.00	ja
4689	RJ361453	1.00	ja
4690	VJ009818	1.00	ja
4691	VJ014020	1.00	ja
4692	VJ014676	1.00	ja
4696	VJ003607	1.00	ja
4704	VJ009250	1.00	ja
4705	VJ012940	1.00	ja
4706	VJ010272	1.00	ja
4707	VJ011365	1.00	ja
4709	VJ007711	1.00	alias
4711	VJ001840	1.00	alias
4712	VJ015242	1.00	alias
4731	VJ012669	1.00	ja
4738	VJ003988	1.00	ja
4739	RJ166604	1.00	ja
4741	RJ01084951	1.00	ja
4743	RJ182316	1.00	ja
4744	VJ010271	1.00	alias
4748	VJ008026	1.00	ja
4754	VJ015176	1.00	alias
4755	VJ015383	1.00	alias
4756	RJ105320	1.00	alias
4765	VJ010142	1.00	ja
4770	VJ013566	1.00	alias
4775	VJ002627	1.00	ja
4777	VJ006871	1.00	alias
4778	VJ003645	1.00	ja
4780	RJ162939	1.00	ja
4783	RJ100868	1.00	ja
4787	RJ187285	1.00	ja
4788	VJ008475	1.00	ja
4789	VJ008712	1.00	alias
4791	VJ007836	1.00	ja
4793	VJ012234	1.00	ja
4796	VJ008862	1.00	ja
4798	VJ013286	1.00	ja
4799	VJ008349	1.00	ja
4800	VJ011605	1.00	ja
4801	RJ01464044	1.00	ja
4802	VJ007007	1.00	ja
4807	RJ118353	1.00	ja
4808	VJ007734	1.00	ja
4815	RJ01027616	1.00	ja
4816	RJ259417	1.00	ja
4817	RJ207368	1.00	ja
4818	RJ109035	1.00	ja
4819	RJ140827	1.00	ja
4820	RJ365188	1.00	ja
4821	VJ011065	1.00	ja
4823	RJ304857	1.00	ja
4830	VJ012382	1.00	ja
4832	VJ003549	1.00	ja
4833	RJ123732	1.00	ja
4835	VJ013287	1.00	ja
4836	RJ327290	1.00	ja
4837	RJ01119992	1.00	ja
4838	RJ068210	1.00	ja
4845	RJ113805	1.00	ja
4846	RJ01459897	1.00	ja
4847	RJ088241	1.00	ja
4851	VJ001772	1.00	ja
4853	VJ014710	1.00	ja
4855	VJ013737	1.00	ja
4856	VJ013963	1.00	ja
4857	VJ010193	1.00	ja
4859	VJ014442	1.00	ja
4860	VJ011611	1.00	ja
4861	VJ010793	1.00	ja
4862	VJ007163	1.00	ja
4863	VJ005736	1.00	ja
4864	VJ003680	1.00	ja
4865	RJ068209	1.00	ja
4866	RJ01525654	1.00	ja
4867	RJ229652	1.00	ja
4868	RJ275674	1.00	ja
4869	RJ115679	1.00	ja
4871	VJ014405	1.00	ja
4873	VJ010023	1.00	ja
4876	VJ011676	1.00	ja
4877	VJ013420	1.00	ja
4878	VJ015697	1.00	en
4880	VJ005214	1.00	ja
4882	VJ012850	1.00	ja
4883	VJ005454	1.00	ja
4884	RJ01067660	1.00	ja
4889	RJ109461	1.00	ja
4890	VJ012245	1.00	ja
4892	RJ102633	1.00	ja
4900	VJ007000	1.00	ja
4901	RJ01570733	1.00	ja
4906	VJ006512	1.00	ja
4907	RJ212460	1.00	ja
4908	RJ212461	1.00	ja
4909	VJ010282	1.00	ja
4913	VJ005818	1.00	ja
4914	RJ194007	1.00	en
4919	VJ009411	1.00	ja
4921	VJ015143	1.00	ja
4923	RJ01427702	1.00	ja
4924	RJ264150	1.00	ja
4927	VJ009466	0.90	ja
4929	RJ190088	1.00	ja
4933	VJ003931	1.00	ja
4934	VJ003475	1.00	alias
4937	VJ011694	1.00	ja
4939	RJ213180	1.00	ja
4940	VJ012210	1.00	ja
4941	VJ004253	1.00	ja
4942	VJ009536	1.00	ja
4943	VJ004226	1.00	ja
4955	VJ007777	1.00	ja
4956	VJ010746	1.00	ja
4958	VJ004257	1.00	ja
4959	VJ010783	1.00	ja
4960	VJ008827	1.00	ja
4962	VJ001848	1.00	alias
4963	VJ001852	1.00	ja
4964	VJ001853	1.00	ja
4966	VJ010834	1.00	ja
4967	VJ005715	1.00	ja
4968	VJ010835	1.00	ja
4969	VJ012247	1.00	ja
4971	VJ015670	1.00	ja
4973	VJ010056	1.00	ja
4974	VJ008693	1.00	ja
4976	VJ009246	1.00	ja
4978	VJ010639	1.00	ja
4981	VJ005883	1.00	ja
4986	RJ162062	1.00	ja
4988	RJ024121	1.00	en
4989	RJ024198	1.00	alias
4990	RJ024315	1.00	alias
4992	RJ024363	1.00	ja
4993	RJ024530	1.00	alias
4994	RJ024758	1.00	ja
4995	RJ024556	1.00	ja
4996	RJ024871	1.00	ja
4997	RJ025072	1.00	ja
4998	RJ034204	1.00	ja
4999	RJ053815	1.00	ja
5001	RJ035918	1.00	ja
5003	RJ068443	1.00	ja
5005	RJ198314	1.00	ja
5006	RJ243827	1.00	ja
5009	VJ009808	1.00	ja
5010	VJ002082	1.00	ja
5011	VJ011893	1.00	ja
5012	VJ007758	1.00	ja
5014	RJ034581	0.93	ja
5017	VJ009424	1.00	ja
5018	VJ013050	1.00	ja
5024	VJ012493	0.94	ja
5042	VJ008958	1.00	ja
5043	VJ004842	1.00	ja
5052	RJ109462	1.00	alias
5053	VJ006500	1.00	ja
5054	VJ012508	1.00	ja
5055	RJ185296	1.00	ja
5056	RJ146653	1.00	ja
5057	VJ013218	1.00	ja
5058	VJ009994	1.00	ja
5062	VJ004170	1.00	ja
5068	VJ006304	1.00	ja
5070	VJ011836	1.00	ja
5071	VJ010774	1.00	ja
5072	RJ104965	1.00	alias
5074	VJ002069	1.00	ja
5075	RJ329202	1.00	ja
5076	RJ356491	1.00	ja
5077	VJ006199	1.00	ja
5078	VJ013700	1.00	ja
5080	VJ002708	1.00	ja
5081	RJ01212921	1.00	ja
5082	RJ01175290	1.00	ja
5083	VJ010332	1.00	ja
5085	VJ004644	1.00	ja
5086	VJ003867	0.90	ja
5087	VJ005864	1.00	ja
5088	VJ003935	1.00	en
5089	VJ008636	1.00	ja
5092	RJ01489468	1.00	ja
5099	VJ003344	1.00	ja
5103	RJ01342272	1.00	alias
5104	RJ093458	1.00	ja
5105	RJ102452	1.00	ja
5107	RJ095826	1.00	ja
5108	VJ010597	1.00	ja
5109	RJ096919	1.00	ja
5110	RJ120931	1.00	ja
5111	VJ014440	1.00	ja
5112	RJ146889	1.00	ja
5113	RJ110465	1.00	ja
5123	RJ288623	1.00	ja
5124	RJ01215944	1.00	ja
5128	VJ005434	1.00	en
5131	RJ01131895	1.00	ja
5134	VJ013785	1.00	ja
5136	RJ116935	1.00	ja
5137	RJ01070112	1.00	ja
5138	VJ013532	1.00	ja
5143	VJ004173	1.00	ja
5145	VJ006463	1.00	ja
5146	VJ006531	1.00	ja
5147	VJ009551	1.00	en
5148	VJ007585	1.00	ja
5153	RJ01557100	1.00	ja
5155	RJ140772	1.00	ja
5156	RJ417302	1.00	ja
5157	RJ326389	1.00	ja
5158	RJ124923	1.00	ja
5160	RJ257912	1.00	ja
5161	RJ01016450	1.00	ja
5162	RJ01037987	1.00	ja
5163	RJ193424	1.00	ja
5165	RJ225256	1.00	ja
5167	RJ169878	1.00	ja
5168	VJ013275	1.00	ja
5172	VJ009267	1.00	ja
5173	VJ006278	1.00	ja
5174	VJ005806	1.00	ja
5175	VJ005658	1.00	ja
5176	VJ005527	1.00	ja
5178	VJ007975	1.00	ja
5182	VJ007464	1.00	ja
5183	VJ006232	0.89	ja
5184	VJ006205	1.00	ja
5188	RJ01520708	1.00	ja
5189	VJ001285	0.96	ja
5193	RJ068871	1.00	ja
5194	RJ01544855	1.00	en
5200	VJ011834	1.00	ja
5201	VJ012099	1.00	ja
5202	VJ015181	1.00	ja
5203	VJ014899	1.00	ja
5204	VJ014594	1.00	ja
5205	VJ013597	1.00	ja
5209	VJ009404	1.00	ja
5211	VJ012175	1.00	ja
5212	VJ009493	1.00	ja
5213	RJ01166474	1.00	ja
5217	VJ015172	1.00	ja
5219	RJ195759	1.00	ja
5221	VJ010859	1.00	ja
5222	VJ012739	1.00	ja
5223	VJ010151	1.00	ja
5224	RJ413065	1.00	ja
5225	RJ283146	1.00	ja
5226	RJ218380	1.00	ja
5230	VJ004653	1.00	ja
5232	RJ337790	1.00	ja
5235	VJ014650	1.00	ja
5236	RJ348335	1.00	ja
5237	RJ01383104	1.00	ja
5240	VJ011367	1.00	ja
5241	VJ002203	1.00	ja
5242	VJ003968	1.00	ja
5243	VJ003674	1.00	ja
5244	VJ012476	1.00	ja
5245	VJ003411	1.00	ja
5249	RJ327289	1.00	ja
5250	RJ126250	1.00	ja
5256	VJ015703	1.00	ja
5258	VJ014784	1.00	ja
5261	VJ004889	1.00	ja
5263	VJ011170	1.00	ja
5265	VJ010568	1.00	ja
5278	VJ010280	1.00	ja
5293	VJ015541	1.00	ja
5297	RJ310618	1.00	ja
5300	VJ002101	1.00	ja
5301	VJ010145	1.00	ja
5302	VJ012213	1.00	ja
5303	VJ010412	1.00	ja
5304	VJ006639	1.00	ja
5309	VJ006998	1.00	ja
5315	VJ005058	1.00	ja
5316	VJ006273	1.00	ja
5318	VJ007929	1.00	ja
5320	VJ009821	1.00	ja
5321	VJ003696	1.00	ja
5325	RJ304661	0.92	ja
5326	VJ015124	1.00	ja
5328	VJ001455	1.00	ja
5329	VJ001457	1.00	ja
5335	VJ015801	1.00	ja
5339	RJ136232	1.00	ja
5341	VJ005098	1.00	ja
5342	VJ005935	1.00	ja
5347	VJ005393	1.00	ja
5348	VJ006399	1.00	ja
5352	VJ005993	1.00	ja
5353	RJ200698	1.00	ja
5354	VJ015698	1.00	ja
5355	VJ014960	1.00	ja
5356	VJ013208	1.00	zh
5357	RJ290971	1.00	ja
5358	RJ292813	1.00	ja
5361	VJ005149	1.00	ja
5368	RJ259035	1.00	ja
5370	VJ009894	1.00	ja
5372	VJ015606	1.00	ja
5373	RJ162899	1.00	ja
5375	RJ01052977	1.00	ja
5378	VJ012585	1.00	ja
5382	VJ015245	1.00	ja
5383	VJ014503	1.00	ja
5384	VJ015340	1.00	ja
5388	VJ007825	1.00	ja
5397	VJ006677	1.00	ja
5398	VJ015110	1.00	ja
5399	VJ010782	1.00	ja
5400	VJ014581	1.00	ja
5401	VJ015168	1.00	ja
5404	VJ009001	1.00	ja
5406	RJ108740	1.00	ja
5407	VJ013194	1.00	ja
5408	VJ013440	1.00	ja
5414	VJ012465	1.00	ja
5415	VJ014809	1.00	ja
5416	VJ014736	1.00	ja
5417	VJ014893	1.00	ja
5418	VJ009576	1.00	ja
5419	VJ009013	1.00	ja
5420	VJ008891	1.00	ja
5421	RJ293766	1.00	ja
5422	RJ268401	1.00	en
5424	RJ150352	1.00	ja
5427	VJ013817	1.00	ja
5428	VJ006015	1.00	zh
5429	VJ014511	1.00	ja
5430	VJ014568	1.00	ja
5431	VJ014043	1.00	ja
5433	VJ013640	1.00	ja
5434	VJ014391	1.00	zh
5435	VJ014335	1.00	ja
5436	VJ014331	1.00	ja
5437	VJ005900	1.00	ja
5438	RJ098891	1.00	ja
5439	VJ010886	1.00	alias
5440	VJ012501	1.00	alias
5441	VJ011784	0.96	alias
5442	VJ011970	1.00	ja
5443	RJ181354	1.00	ja
5444	VJ014029	1.00	ja
5445	VJ014195	1.00	ja
5446	VJ014133	1.00	ja
5447	VJ005339	1.00	ja
5448	VJ005530	1.00	ja
5449	VJ014554	1.00	ja
5450	VJ014724	1.00	ja
5456	VJ013909	1.00	ja
5457	VJ013920	1.00	ja
5458	RJ112529	1.00	ja
5460	VJ013434	1.00	ja
5461	VJ013010	1.00	ja
5466	RJ01584718	1.00	ja
5467	VJ013729	1.00	ja
5468	VJ003558	1.00	ja
5469	VJ013800	1.00	ja
5470	RJ172361	1.00	ja
5471	VJ013643	1.00	ja
5472	VJ012921	1.00	ja
5474	VJ013738	1.00	ja
5475	VJ003435	1.00	ja
5476	RJ165052	1.00	ja
5477	VJ008033	1.00	en
5478	VJ011875	1.00	ja
5479	VJ015743	1.00	ja
5482	VJ013505	1.00	ja
5483	VJ013500	1.00	ja
5484	RJ249407	1.00	ja
5485	RJ175775	1.00	ja
5486	VJ003318	1.00	ja
5487	VJ003566	1.00	ja
5488	VJ003893	1.00	ja
5491	VJ013521	1.00	ja
5492	VJ012330	1.00	ja
5494	RJ044722	1.00	ja
5495	RJ01182528	1.00	ja
5496	VJ013445	1.00	ja
5497	VJ013360	1.00	ja
5498	RJ181353	1.00	ja
5499	RJ191640	1.00	ja
5506	VJ013954	1.00	ja
5507	VJ014327	1.00	ja
5508	VJ015040	1.00	ja
5510	VJ015039	1.00	ja
5511	VJ002414	1.00	ja
5514	VJ013260	1.00	ja
5515	VJ012701	1.00	ja
5516	VJ013151	1.00	ja
5517	RJ089708	0.96	ja
5518	VJ007992	1.00	ja
5519	VJ013063	1.00	ja
5520	RJ229651	1.00	ja
5521	RJ227817	1.00	ja
5522	VJ012380	1.00	ja
5523	RJ407994	1.00	ja
5524	RJ128440	1.00	ja
5525	RJ124897	1.00	ja
5526	RJ082516	1.00	ja
5527	VJ006669	1.00	ja
5532	VJ007358	1.00	ja
5533	VJ009928	1.00	ja
5534	VJ013015	1.00	ja
5535	VJ012950	1.00	ja
5537	RJ225258	1.00	ja
5538	RJ118546	1.00	ja
5539	VJ015742	1.00	ja
5543	VJ007195	0.96	ja
5544	VJ005690	1.00	ja
5545	VJ012524	1.00	ja
5546	VJ012881	1.00	ja
5547	VJ012776	1.00	ja
5549	VJ005479	1.00	ja
5550	RJ097642	1.00	ja
5553	RJ01532752	1.00	ja
5554	VJ009520	1.00	ja
5556	VJ005944	1.00	ja
5557	VJ005126	1.00	ja
5558	VJ004466	1.00	ja
5559	VJ004389	1.00	ja
5560	VJ002780	1.00	ja
5562	VJ012769	1.00	ja
5563	VJ012002	1.00	ja
5564	VJ012269	1.00	ja
5565	RJ110700	1.00	ja
5570	VJ005914	1.00	ja
5571	VJ005895	1.00	zh
5572	VJ006034	1.00	ja
5573	VJ006013	1.00	ja
5579	VJ003697	1.00	ja
5588	VJ004809	1.00	ja
5591	VJ006437	1.00	en
5594	RJ143397	1.00	ja
5600	VJ011054	1.00	ja
5601	VJ012600	1.00	ja
5602	VJ012555	1.00	ja
5605	RJ209477	1.00	ja
